Student_ID,First_Name,Last_Name,Attendance ,Assignments_Avg,Participation_Score
S2181,Liam,Smith,83.59,99.19,4.34
S2182,Liam,Davis,64.6,80.04,4.72
S2183,Maria,Jones,,84.55,9.97
S2184,Liam,Williams,55.52,78.06,2.82
S2185,Maria,Williams,73.58,89.12,3.94
S2186,Liam,Johnson,,98.79,6.76
S2187,Ali,Smith,67.45,77.21,8.8
S2188,John,Jones,58.13,,1.27
S2189,Liam,Williams,61.5,93.02,7.35
S2190,John,Williams,53.83,98.49,9.18
S2191,John,Jones,96,56.46,4.23
S2192,Ahmed,Davis,76.52,78.91,2.87
S2193,Liam,Davis,69.84,,6.78
S2194,Sara,Smith,,76.67,2.46
S2195,Ahmed,Johnson,81.41,70.46,3.84
S2196,Sara,Williams,,82.76,8.97
S2197,John,Johnson,58.93,63.51,5.9
S2198,John,Davis,64.78,67.46,0.95
S2199,Ahmed,Davis,98.79,99.61,3.3
S2200,Ahmed,Brown,,81.82,6.27
S2201,Sara,Smith,51.13,93.65,4.81
S2202,Maria,Brown,57.38,90.39,6.6
S2203,Sara,Brown,51.32,82.61,7.61
S2204,Ahmed,Brown,99.5,92.04,4.81
S2205,Emma,Smith,63.94,64.36,9.87
S2206,Ahmed,Smith,96.18,81.86,9.15
S2207,Emma,Jones,99.79,79.53,0.6
S2208,Ali,Johnson,79.99,81.12,2.66
S2209,Ahmed,Johnson,51.66,58.43,3.01
S2210,Ali,Jones,,63.86,1.84
S2211,Maria,Jones,74.08,64.33,3.12
S2212,Sara,Davis,70.31,80.1,4.25
S2213,Emma,Brown,80.31,98.63,0.52
S2214,Sara,Jones,71.94,97.7,1.27
S2215,Ali,Williams,,61.36,0.96
S2216,Emma,Johnson,76.74,65.24,0.46
S2217,Sara,Jones,84.69,51.8,4.81
S2218,Ahmed,Williams,,69.94,3.34
S2219,John,Williams,,91.73,9.35
S2220,Ali,Williams,61.49,95.79,1.03
S2221,Sara,Davis,55.37,61.82,9.26
S2222,Ali,Davis,56.98,63.29,0.87
S2223,Omar,Williams,75.63,61.04,6.19
S2224,Ali,Davis,66.06,67.51,2.48
S2225,Emma,Brown,,90.24,8.27
S2226,Omar,Williams,99.12,82.34,0.61
S2227,Liam,Brown,57.84,89.3,9.53
S2228,Emma,Brown,77.04,,0.47
S2229,John,Williams,54.94,62.89,2.41
S2230,Omar,Johnson,65.92,61.4,4.64
S2231,Liam,Williams,,50.45,7.56
S2232,Ahmed,Williams,97.33,89.05,9.51
S2233,Ali,Davis,69.56,92.36,4.28
S2234,Sara,Williams,53.25,88.41,7.57
S2235,Maria,Johnson,69.41,53.72,7.27
S2236,Ali,Davis,,88.11,5.71
S2237,Liam,Smith,61.5,52.29,6.91
S2238,Ali,Smith,80.9,55.28,0.38
S2239,John,Brown,53.37,72.02,4.42
S2240,Ahmed,Brown,73.24,73.81,7.86
S2241,Maria,Johnson,80.47,90.81,4.74
S2242,Omar,Jones,71.09,83.98,8.74
S2243,Omar,Smith,50.96,,8.34
S2244,Omar,Brown,,61.31,8.63
S2245,Liam,Smith,68.36,64.28,1.3
S2246,Emma,Johnson,,56.18,2.44
S2247,Emma,Johnson,66.28,,0.3
S2248,Sara,Jones,73.75,86.43,9.83
S2249,Maria,Jones,69.42,62.07,2.36
S2250,Omar,Davis,67.13,91.77,3.67
S2251,Emma,Johnson,51.09,73.48,2.75
S2252,Liam,Brown,68,66.15,0.4
S2253,Sara,Smith,94.47,70.62,2.61
S2254,Ahmed,Williams,84.52,,0.98
S2255,Sara,Jones,57.27,75.84,3.94
S2256,Emma,Williams,79.56,50.36,9.67
S2257,John,Brown,94.61,96.12,6.98
S2258,Liam,Jones,85,53.3,7.07
S2259,John,Williams,57.43,96.93,4.53
S2260,Omar,Brown,,,8.11
S2261,John,Smith,65.08,,9.08
S2262,Omar,Brown,72.7,76.73,9.62
S2263,Omar,Davis,76.31,75.29,0.99
S2264,Emma,Jones,,53.64,8.8
S2265,John,Johnson,96.58,61.94,2.25
S2266,Omar,Smith,96.48,88.88,3.97
S2267,Maria,Williams,50.4,,3.45
S2268,Ahmed,Jones,96.09,76.46,6.75
S2269,Sara,Johnson,52.72,67.67,5.98
S2270,Sara,Brown,63.29,53,1.09
S2271,Emma,Johnson,75.75,84.11,7.83
S2272,John,Jones,74,63.92,4.4
S2273,John,Jones,80.24,52.75,0.02
S2274,Omar,Davis,73.97,83.29,4.15
S2275,Liam,Davis,96.72,74.29,5.16
S2276,Ali,Johnson,62.03,,0.69
S2277,Omar,Brown,63.7,55.55,1.51
S2278,Ahmed,Johnson,96.04,84.96,9.94
S2279,Maria,Jones,,53.18,8.71
S2280,Sara,Jones,80.48,93.3,1.33
S2281,Omar,Williams,84.09,65.57,5.8
S2282,Ali,Davis,75.28,54.43,3.79
S2283,Ali,Williams,84.71,,5.44
S2284,Omar,Smith,58.64,76.22,4.71
S2285,Emma,Jones,92.63,65.33,0.48
S2286,Sara,Williams,57,70.3,3.15
S2287,Emma,Johnson,70.04,51.07,1.26
S2288,Maria,Davis,53.76,,4.89
S2289,Ali,Davis,77.26,68.29,9.07
S2290,Ali,Brown,83.49,85.7,9.96
S2291,Ahmed,Johnson,97.06,81.41,9.44
S2292,Maria,Brown,86.97,82.56,9.86
S2293,Ali,Williams,,89.64,0.15
S2294,Maria,Smith,96.63,81.56,7.29
S2295,Sara,Johnson,,70.94,2.73
S2296,John,Johnson,78.06,69.5,8.66
S2297,Ali,Johnson,79.8,,8.14
S2298,Ahmed,Brown,70.5,88.97,4.24
S2299,Sara,Williams,91.92,88.06,4.73
S2300,Omar,Johnson,59.26,62.31,2.65
S2301,Maria,Johnson,77.74,93.13,2.89
S2302,Omar,Davis,86.11,79.45,9.81
S2303,Emma,Smith,95.2,73.93,8.89
S2304,Sara,Davis,94.2,,1.92
S2305,Omar,Davis,75.44,69.14,2.76
S2306,Liam,Smith,,82.03,1.09
S2307,Liam,Williams,69.71,54.49,9.89
S2308,Ali,Davis,73.41,72.98,9.07
S2309,Maria,Williams,95.31,99.67,5.52
S2310,John,Davis,96.54,85.83,6.93
S2311,Sara,Jones,94.77,77.34,7.48
S2312,Ali,Smith,56.92,76.65,2.04
S2313,Ahmed,Davis,,,9.35
S2314,Emma,Jones,97.42,97.87,5.27
S2315,Maria,Brown,68.06,96.41,0.92
S2316,Sara,Jones,75.93,84.12,3.97
S2317,Liam,Johnson,88.95,54.95,6.02
S2318,Sara,Davis,78.1,60.39,3.53
S2319,John,Jones,99.67,59.2,6.99
S2320,Liam,Williams,72.79,75.98,8.82
S2321,John,Brown,85.7,60.39,7.72
S2322,Ahmed,Davis,89.63,,6.43
S2323,Emma,Johnson,74.71,77.26,5.12
S2324,Ahmed,Jones,92.85,50.88,2.54
S2325,Ali,Brown,77.31,87.2,4.55
S2326,Ali,Davis,70.58,59.44,2.93
S2327,Ahmed,Brown,55.39,91.24,9.34
S2328,Emma,Johnson,69.67,67.75,9.07
S2329,Ahmed,Jones,86.7,66.93,1.56
S2330,Emma,Brown,96.06,50.59,8.23
S2331,Emma,Brown,62.58,99.39,7.03
S2332,Omar,Smith,67.76,80.6,9.75
S2333,Liam,Brown,,71.14,4.63
S2334,Maria,Smith,84.54,54.83,7.22
S2335,Emma,Jones,98.01,84.96,5.18
S2336,John,Davis,82.05,64.14,0.69
S2337,Emma,Davis,80.85,99.41,0.47
S2338,Emma,Jones,77.67,97.53,1.22
S2339,Emma,Jones,54.42,86.76,2.96
S2340,Omar,Williams,,98.55,2.59
S2341,Liam,Jones,80.1,55.28,7.28
S2342,Omar,Brown,83.07,,7.16
S2343,Ali,Davis,94.94,62.66,9.71
S2344,Omar,Johnson,89.2,53.6,3.1
S2345,John,Davis,89.05,98.61,9.38
S2346,John,Smith,,53,6.13
S2347,Omar,Davis,99.5,92.83,4.95
S2348,Liam,Williams,79.06,88.41,6.68
S2349,Ahmed,Jones,55.44,68.79,7.03
S2350,Maria,Jones,,50.94,1.72
S2351,Liam,Davis,89.38,50.3,7.52
S2352,Omar,Johnson,51.39,60.2,7.25
S2353,Emma,Johnson,52.84,74.69,9.98
S2354,Sara,Williams,53.36,72.9,9.12
S2355,Maria,Smith,86.55,79.26,6.85
S2356,Maria,Davis,,,7.12
S2357,John,Jones,68.44,68.87,9.46
S2358,Maria,Davis,55.28,,9.67
S2359,Omar,Williams,,90,8.27
S2360,Emma,Brown,66.05,66.63,7.67
S2361,Emma,Brown,63.27,64.34,1.11
S2362,Ali,Williams,82.62,88.22,8.3
S2363,Emma,Jones,77.95,96.71,2.53
S2364,Liam,Williams,68.12,95.75,5.64
S2365,Emma,Jones,82.07,56.87,4.05
S2366,John,Johnson,,,3.46
S2367,Emma,Williams,89.74,54.64,3.1
S2368,Ali,Jones,61.47,98.05,8.55
S2369,Sara,Williams,57.94,60.76,7.69
S2370,Omar,Williams,89.12,59.87,5.23
S2371,John,Jones,85.39,94.44,6.64
S2372,Liam,Jones,59.13,98.39,9.85
S2373,Sara,Smith,55.81,84.88,3.98
S2374,John,Williams,91.92,56.05,5.51
S2375,Ahmed,Brown,88.83,74.29,5.34
S2376,Maria,Williams,66.36,90.83,9.36
S2377,Ahmed,Williams,,78.62,3.52
S2378,Emma,Jones,56.21,56.63,9.86
S2379,Sara,Williams,,58.59,3.05
S2380,Emma,Davis,50.94,93.21,1.09
S2381,Maria,Williams,69.58,76.35,1.91
S2382,John,Davis,53.74,85.29,4.26
S2383,Maria,Brown,73.76,68.65,6.5
S2384,Ali,Jones,71.08,76.62,5.17
S2385,Maria,Williams,,,3.76
S2386,Ali,Davis,52.27,66.49,5.62
S2387,Maria,Davis,68.08,83.74,8.39
S2388,Omar,Davis,87.82,58.63,8.39
S2389,Ali,Johnson,68.45,56.09,7.26
S2390,Sara,Smith,85.76,,9.52
S2391,Emma,Brown,68.47,92.21,5.9
S2392,Liam,Williams,,83.42,0.08
S2393,Emma,Johnson,78.19,,2.91
S2394,Ahmed,Williams,97.53,62.03,3.28
S2395,Emma,Williams,55.44,95.56,5.47
S2396,John,Jones,51.65,64.44,9.05
S2397,Omar,Jones,80.4,90.94,8.38
S2398,Maria,Jones,97.45,64.3,2.32
S2399,Ahmed,Johnson,99.49,96.97,5.19
S2400,John,Williams,74.21,95.72,6.59
S2401,John,Smith,73.4,52.16,9.88
S2402,Ali,Brown,82.25,88.52,0.31
S2403,Emma,Jones,,,4.64
S2404,Sara,Jones,81.7,60.76,9.88
S2405,Liam,Williams,93.7,72.99,9.77
S2406,Sara,Williams,87.32,78.82,3.31
S2407,Ahmed,Johnson,74.84,,0
S2408,Omar,Johnson,73.09,78.77,5.87
S2409,Sara,Jones,81.98,58.53,8.67
S2410,Maria,Williams,72.79,51.12,3.24
S2411,Sara,Smith,72.89,78.56,9.34
S2412,Ahmed,Brown,50.82,75.87,3.33
S2413,Liam,Williams,58.7,,6.1
S2414,Sara,Williams,74.43,82.49,7.22
S2415,Maria,Davis,91.13,94.87,3.45
S2416,Ali,Johnson,63.94,72.97,3.52
S2417,Omar,Brown,76.13,50.42,4.7
S2418,Ahmed,Jones,67.25,,8.35
S2419,Ali,Williams,55.24,83.76,1.01
S2420,Ali,Jones,97.91,76.07,6.31
S2421,Ali,Williams,92.73,84.47,6.77
S2422,John,Jones,53.92,,5.58
S2423,Omar,Brown,85.99,57.44,9.36
S2424,Liam,Johnson,67.38,83.23,6.02
S2425,Emma,Brown,99.74,62.26,6.35
S2426,Omar,Davis,65.12,72.82,6
S2427,John,Smith,,74.58,7.22
S2428,Emma,Johnson,78.39,73.86,1.35
S2429,Omar,Brown,91.76,79.92,8.94
S2430,Ali,Davis,59.63,51.47,0.42
S2431,Ahmed,Smith,85.47,99.48,6.41
S2432,Emma,Davis,53.07,85.82,6.15
S2433,Maria,Williams,95.95,71.27,2.08
S2434,Maria,Williams,54.05,59.57,0.41
S2435,Sara,Jones,95.71,54.01,1.39
S2436,Emma,Johnson,74.54,83.61,2.72
S2437,Ahmed,Williams,72.4,65.85,8.82
S2438,Liam,Davis,98.67,61.47,8.56
S2439,John,Johnson,99.52,69,0.64
S2440,Ali,Williams,82.51,,2.89
S2441,Sara,Jones,56.36,,8.89
S2442,Maria,Brown,75.31,82.26,2.37
S2443,John,Jones,76.46,,9.96
S2444,John,Smith,75.72,60.94,2.57
S2445,Ali,Williams,78.47,81.84,7.39
S2446,Liam,Smith,50.94,55.06,4.17
S2447,Liam,Smith,85.56,77.4,1.36
S2448,Emma,Davis,85.62,79.2,2.55
S2449,Maria,Johnson,55.77,60.81,6.75
S2450,Liam,Davis,78.51,69.58,3.37
S2451,Ahmed,Williams,78.42,91.36,6.04
S2452,Liam,Smith,84.12,57.42,2.06
S2453,John,Brown,54.27,,4.49
S2454,Ali,Smith,81.33,96.64,5.12
S2455,Ahmed,Brown,64.04,,4.13
S2456,Emma,Davis,75.35,86.26,1.98
S2457,Maria,Davis,88.67,91.34,4.62
S2458,Emma,Johnson,85.28,60.19,6.93
S2459,John,Smith,55.95,60.91,9.65
S2460,Ahmed,Jones,79.56,87.93,7.9
S2461,Ahmed,Davis,98.46,87.67,1.61
S2462,Ahmed,Davis,57.84,53.01,2.73
S2463,John,Johnson,92.65,66.12,0.79
S2464,John,Brown,85.13,69.93,1.36
S2465,Emma,Johnson,88.7,91.45,2.51
S2466,Sara,Smith,64.1,71.09,2
S2467,Emma,Williams,64.39,96.3,2.14
S2468,Maria,Williams,95.3,,2.31
S2469,Ali,Brown,,89.04,3.01
S2470,Ahmed,Davis,53.15,83.32,1.26
S2471,Sara,Brown,80.03,69.59,2.78
S2472,Ali,Davis,56.24,,6.88
S2473,Sara,Davis,89.83,78.66,2.36
S2474,Liam,Williams,82.09,68.09,1.72
S2475,Liam,Brown,93.74,67.54,0.68
S2476,Omar,Johnson,89.24,84.39,5
S2477,Liam,Davis,55.61,73.18,8.42
S2478,Emma,Jones,,87.6,0.59
S2479,Liam,Jones,,69.91,5.42
S2480,John,Johnson,70.87,57.54,6.51
S2481,Ahmed,Jones,98.62,73.07,5.92
S2482,Emma,Smith,86.79,97.55,8.78
S2483,Ali,Davis,50.77,90.08,8.66
S2484,Omar,Johnson,94,60.29,0.57
S2485,Omar,Brown,55.04,69.57,3.61
S2486,Omar,Davis,57.03,96.39,6.71
S2487,Ali,Johnson,86.72,56.18,9.52
S2488,Ali,Williams,93.25,62.7,8.05
S2489,Ali,Brown,76.82,63.11,1.77
S2490,Ali,Williams,,78.55,2.79
S2491,Omar,Davis,67.57,70.54,7.64
S2492,Omar,Brown,67.14,53.99,4.71
S2493,Sara,Jones,66.33,81.46,5.47
S2494,Emma,Johnson,,54.95,6.09
S2495,Ahmed,Davis,80.44,80.32,1.03
S2496,Liam,Smith,95.02,75.35,8.56
S2497,Liam,Brown,65.35,74.68,8.63
S2498,John,Brown,59.33,53.37,4.68
S2499,Omar,Davis,91.93,81.96,6.27
S2500,John,Davis,87.09,71.57,6.6
S2501,Emma,Williams,96.54,70.56,1.9
S2502,Emma,Jones,58.28,79.82,1.13
S2503,John,Williams,57.21,80.31,0.21
S2504,Omar,Williams,,50.75,9.13
S2505,John,Jones,80.72,56.26,3.46
S2506,Liam,Smith,74.01,61.83,0.86
S2507,Sara,Williams,79.95,83.9,4.66
S2508,Liam,Williams,59.02,78.84,0.76
S2509,Maria,Brown,73.98,87.88,0.85
S2510,Omar,Jones,82.9,87.03,4.89
S2511,Omar,Johnson,71.64,92.66,5.09
S2512,Ahmed,Smith,,68.84,5.8
S2513,Ali,Smith,72.56,67.25,6.56
S2514,Maria,Jones,,91.55,6.68
S2515,Emma,Davis,65.18,61.88,4.33
S2516,Omar,Davis,,73.06,6.44
S2517,John,Brown,,59.72,3.05
S2518,Maria,Brown,83.43,95.69,4.41
S2519,Ahmed,Jones,92.26,70.39,3.93
S2520,Emma,Brown,67.73,,3.29
S2521,Ali,Smith,52.3,,2.39
S2522,Ali,Smith,99.34,62.23,0.78
S2523,Ahmed,Johnson,63.18,97.18,5.06
S2524,Ahmed,Davis,56.33,68.38,5.37
S2525,John,Jones,68.49,83.23,3.36
S2526,Omar,Williams,86.93,,9.76
S2527,Ali,Davis,64.7,90.36,5.57
S2528,Emma,Williams,78.74,94.85,8.89
S2529,Maria,Johnson,,,5.7
S2530,Emma,Johnson,55.89,92.42,1.9
S2531,Sara,Brown,66.51,55.09,9.75
S2532,Sara,Johnson,,96.2,8.85
S2533,Ahmed,Johnson,,81.22,4.71
S2534,John,Williams,55.99,93.46,2.43
S2535,Sara,Brown,58.17,84.22,2.23
S2536,Ali,Johnson,82.04,60.09,8.06
S2537,Emma,Davis,90.67,,0.69
S2538,Emma,Johnson,,54.55,6.38
S2539,Ahmed,Brown,79.77,84.79,6.4
S2540,Omar,Jones,58.53,70.45,1.82
S2541,Omar,Brown,65.57,57.59,7.05
S2542,Maria,Williams,51.01,98.96,7.05
S2543,Ahmed,Jones,88.41,,3.5
S2544,Liam,Davis,70.05,94.68,4.83
S2545,Maria,Smith,90.81,89.44,8.33
S2546,Liam,Brown,85.42,84.6,5.23
S2547,Omar,Williams,91.44,82.75,6.18
S2548,Ahmed,Davis,64.28,55.3,4.13
S2549,Liam,Jones,59.26,95.03,1.5
S2550,Ahmed,Davis,98.6,94.06,9.98
S2551,Ahmed,Brown,85.87,87.39,5.32
S2552,Omar,Johnson,,96.37,3.36
S2553,Maria,Brown,50.66,77.65,7.14
S2554,Maria,Smith,67.72,72.38,6.21
S2555,Ahmed,Brown,87.14,98.4,2.33
S2556,Sara,Jones,53.9,73.21,8.77
S2557,John,Jones,78.37,82.07,0.71
S2558,Omar,Brown,71.45,68.65,6.06
S2559,John,Jones,50.88,81.82,4.78
S2560,John,Johnson,61.8,86,3.18
S2561,Maria,Davis,64.24,81.23,8.26
S2562,Maria,Brown,55.59,75.73,6.56
S2563,Sara,Johnson,81.58,65.01,7.59
S2564,John,Davis,62.12,82.19,4.15
S2565,John,Davis,63.88,95.42,9.42
S2566,Ahmed,Johnson,,50.35,3.45
S2567,Maria,Williams,73.36,56.7,5.31
S2568,John,Brown,69.61,55.99,9.34
S2569,Emma,Davis,86.19,96.16,0.83
S2570,Sara,Davis,95.48,83.14,1.09
S2571,Liam,Jones,51.25,97.59,9.94
S2572,Emma,Davis,72.41,,9.71
S2573,Emma,Johnson,80.54,73.09,7.72
S2574,Liam,Davis,65.93,89.62,4.84
S2575,Omar,Williams,88.62,58.05,5.06
S2576,Omar,Brown,98.57,69.07,2.57
S2577,Sara,Brown,97.17,,4.33
S2578,Emma,Davis,63.3,64.92,4.31
S2579,John,Smith,61.32,68.56,0.36
S2580,Maria,Smith,97.87,53.91,4.53
S2581,Sara,Johnson,72.93,59.9,4.8
S2582,Ahmed,Smith,,66.77,6.66
S2583,Liam,Johnson,85.35,89.79,5.16
S2584,Emma,Jones,,,8.62
S2585,Sara,Johnson,63.36,67.33,3.68
S2586,Ali,Smith,93.96,53.25,4.1
S2587,Ali,Davis,58.12,77.86,5.71
S2588,Omar,Jones,,80.56,2.03
S2589,Liam,Smith,63.46,93.28,3.93
S2590,Maria,Johnson,80.35,90.96,6.86
S2591,John,Williams,56.15,64.27,4.12
S2592,Maria,Brown,73.58,56.85,9.07
S2593,Maria,Smith,81.37,57.8,6.15
S2594,Maria,Johnson,92.44,98.45,1.54
S2595,Liam,Jones,61.49,,4.87
S2596,Maria,Smith,90.87,52.13,7.65
S2597,Ahmed,Smith,61.75,56.84,6.43
S2598,Liam,Brown,83.84,74.29,8.85
S2599,Ahmed,Johnson,71.53,60.39,7.5
S2600,Liam,Williams,55.73,90.18,0.62
S2601,Omar,Jones,85.71,78.66,1.13
S2602,Sara,Johnson,,80.63,6.5
S2603,Ali,Jones,58.83,73.14,2.38
S2604,Maria,Smith,67.92,62.8,5.88
S2605,Omar,Brown,82.66,79.47,7.92
S2606,Sara,Brown,61.7,85.85,5.77
S2607,Ali,Davis,59.18,,4.15
S2608,Emma,Williams,,75.25,6.46
S2609,John,Brown,73.58,91.98,1.44
S2610,Ahmed,Smith,71.43,57.43,7.23
S2611,Emma,Williams,61.69,77.26,6.97
S2612,Liam,Johnson,52.68,67.42,5.14
S2613,Ali,Brown,71.46,85.14,2.79
S2614,Emma,Williams,89.41,50.94,7.98
S2615,John,Smith,85.76,83.52,5.11
S2616,Omar,Davis,93.04,55.14,0.59
S2617,Ali,Jones,50.48,53.24,9.19
S2618,Emma,Jones,98.32,86.23,7.68
S2619,Ahmed,Smith,67.07,82.02,5.85
S2620,Ahmed,Smith,99.52,94.75,4.37
S2621,Sara,Jones,62.63,75.98,9.6
S2622,Emma,Davis,,76.5,7.75
S2623,Maria,Williams,67.7,85.35,5.35
S2624,Emma,Jones,67.79,66.17,6.53
S2625,Omar,Smith,92.11,51.85,2.81
S2626,Ali,Brown,,61.5,1.96
S2627,Ali,Johnson,99.61,61.9,2.73
S2628,Omar,Davis,80.68,66.78,2.93
S2629,Emma,Davis,73.16,97.17,7.4
S2630,Omar,Brown,,90.24,1.4
S2631,John,Brown,99.83,96.8,7.78
S2632,Liam,Smith,77.58,99.93,5.23
S2633,Omar,Jones,85.02,71.69,3.85
S2634,Ahmed,Williams,70.34,61.35,3
S2635,Omar,Davis,77.39,78,5.13
S2636,Ali,Davis,97.13,94.06,3.18
S2637,Ahmed,Brown,58.32,,4.29
S2638,Ali,Jones,64.62,75.27,7.39
S2639,Sara,Davis,57.6,56.72,6.26
S2640,Maria,Williams,89.61,71.02,7.48
S2641,Ali,Brown,53.1,,7.13
S2642,Ahmed,Williams,54.08,67.58,8.15
S2643,Sara,Jones,64.92,94.36,2.02
S2644,Ali,Davis,75.71,52.97,9.95
S2645,John,Johnson,,98.61,4.76
S2646,Omar,Davis,,,7.18
S2647,Maria,Jones,97.87,97.28,6.78
S2648,Ali,Davis,97.64,77.4,5.66
S2649,Sara,Davis,63.97,85.12,9.96
S2650,John,Smith,86.58,59.36,2.17
S2651,Emma,Davis,78.93,82.71,4.22
S2652,Sara,Davis,61.87,94.1,1.28
S2653,Omar,Williams,63.11,56.97,1.82
S2654,Sara,Johnson,74.56,56.35,7.13
S2655,John,Williams,70.96,65.2,0.05
S2656,Sara,Williams,64.56,58.09,8.9
S2657,John,Brown,90.38,,6.33
S2658,Ali,Smith,74.07,83.92,4.41
S2659,Liam,Williams,82.74,60.69,3.31
S2660,John,Jones,59.46,83.35,1.26
S2661,John,Jones,76.68,93.1,9.22
S2662,Maria,Davis,65.9,82.6,7.12
S2663,John,Brown,76.32,55.97,3.36
S2664,John,Smith,,78.68,0.71
S2665,Emma,Smith,88.45,69.68,3.26
S2666,Liam,Davis,67.71,67.17,1.85
S2667,Ali,Jones,84.71,65.93,7.86
S2668,Omar,Johnson,97.06,96.47,7.2
S2669,Maria,Brown,,87.13,4.98
S2670,Emma,Davis,57.42,,8.86
S2671,Ahmed,Brown,83.99,,1.81
S2672,Liam,Jones,55.25,65.91,4.52
S2673,Ali,Jones,93.61,98.9,7.11
S2674,Ali,Johnson,75.83,98.9,0.68
S2675,Ahmed,Johnson,69.26,65.98,3.73
S2676,Omar,Smith,52.85,67.61,5.72
S2677,John,Brown,69.04,79.97,3.67
S2678,Emma,Brown,,73.97,4.8
S2679,Sara,Jones,51.05,60.66,6.08
S2680,Maria,Smith,73.73,83.02,3.68
S2681,Sara,Davis,96.56,66.71,1.06
S2682,Ahmed,Brown,69.74,82.69,1.39
S2683,Ali,Smith,71.41,69.18,5.27
S2684,Omar,Smith,78.93,85.01,1.75
S2685,Ali,Jones,73.15,83.39,8.9
S2686,Maria,Smith,58.43,75.44,8.34
S2687,Ali,Johnson,50.93,85.24,3.49
S2688,Ali,Johnson,80.49,73.05,8.31
S2689,Maria,Williams,96.04,55.81,5.33
S2690,Emma,Jones,55.32,59.11,1.59
S2691,Emma,Davis,60.55,62.3,6.14
S2692,Maria,Williams,68.51,53.16,6.79
S2693,Omar,Johnson,90.44,85.57,0.84
S2694,Ahmed,Williams,63.46,68.37,3.14
S2695,Liam,Jones,94.1,54.68,0.05
S2696,Ali,Jones,52.75,91,3.16
S2697,Omar,Smith,97.05,84.18,3.35
S2698,Ali,Brown,78.04,72.61,6.3
S2699,Liam,Smith,82.94,62.37,1.99
S2700,Ahmed,Jones,68.38,57.59,0.3
S2701,Emma,Johnson,,72.92,3.16
S2702,Omar,Davis,58.33,94.26,8.26
S2703,John,Johnson,52.45,59.42,3.99
S2704,John,Smith,69.78,78.43,4.15
S2705,Liam,Davis,92.68,98.08,4.69
S2706,John,Jones,87.75,81.86,7.52
S2707,Emma,Johnson,75.86,72,4.8
S2708,Liam,Jones,78.61,85.82,0.91
S2709,Emma,Davis,56.49,91.23,2.06
S2710,Ahmed,Davis,92.03,,1.88
S2711,Ali,Johnson,89.35,93.59,5.08
S2712,Ahmed,Jones,82.82,75.73,0.3
S2713,Ahmed,Williams,73.31,91.5,2.84
S2714,Emma,Jones,98.22,97.6,6.07
S2715,Liam,Davis,93.95,75.06,3.55
S2716,Liam,Jones,,80.25,7.08
S2717,John,Smith,68.59,80.47,3.91
S2718,Sara,Williams,80.9,89.07,9.79
S2719,Ali,Brown,78.77,91.15,9.65
S2720,Emma,Smith,,51.36,8
S2721,John,Brown,65.33,86.67,9.54
S2722,Omar,Johnson,70.35,89.19,2.05
S2723,Sara,Brown,78.7,85.02,7.51
S2724,Sara,Jones,71.41,,3.22
S2725,Emma,Brown,63.18,52.07,7.25
S2726,Maria,Davis,88.05,72.1,3.74
S2727,Ali,Smith,76.57,90.91,2.89
S2728,Sara,Smith,53.38,96.7,9.59
S2729,Emma,Brown,68.42,61.47,2.1
S2730,Emma,Smith,94.25,78.96,7.59
S2731,John,Davis,87.76,90.22,6.75
S2732,Omar,Smith,66.16,87.62,3.03
S2733,Maria,Brown,96.91,80.94,4.58
S2734,Ali,Williams,53.83,50.93,1.43
S2735,Liam,Williams,98.06,,9.21
S2736,Ahmed,Johnson,62.29,,9.68
S2737,Omar,Smith,50.45,86.14,7.32
S2738,Omar,Brown,71.69,88.29,8.49
S2739,John,Smith,67.95,71.55,0.83
S2740,Liam,Jones,76.95,99.69,3.84
S2741,Sara,Davis,89.84,88.54,3.31
S2742,Sara,Smith,,78.93,5.65
S2743,John,Smith,70.06,96.71,1.83
S2744,Emma,Williams,71.49,95.41,5.63
S2745,Sara,Davis,57.41,90.73,6.54
S2746,Maria,Brown,52.38,78.18,1.32
S2747,Ali,Smith,82.06,,1.32
S2748,Omar,Williams,53.22,,0.35
S2749,Omar,Johnson,86.69,62.54,7.61
S2750,Maria,Davis,,,3.31
S2751,Liam,Williams,59.93,78.89,2.25
S2752,Sara,Williams,76.98,,7.78
S2753,Omar,Williams,,96.13,1.43
S2754,Ahmed,Smith,71.94,77.86,4.27
S2755,Liam,Smith,,76.33,7.45
S2756,Ali,Johnson,73.1,71.78,5.74
S2757,Ali,Jones,57.43,52.9,5.54
S2758,Omar,Jones,86.19,94.12,1.57
S2759,John,Jones,59.34,,1.81
S2760,Liam,Davis,86.93,82.12,5.83
S2761,Omar,Davis,73.97,80.37,0.24
S2762,John,Johnson,72.69,,8.69
S2763,Omar,Davis,92.57,76.29,3.5
S2764,Ahmed,Jones,85.43,59.07,4.17
S2765,Liam,Jones,51.65,64.03,2.58
S2766,Emma,Williams,64.81,76.21,8.77
S2767,Ali,Davis,93.55,89.47,6.43
S2768,Omar,Smith,50.92,71.6,4.5
S2769,Ahmed,Smith,77.26,,5.85
S2770,John,Williams,86.39,54.4,3.8
S2771,John,Williams,81.09,83.15,4.66
S2772,Ali,Williams,88.03,71.17,3.58
S2773,Maria,Smith,86.28,56.27,4.11
S2774,Omar,Jones,,,3.15
S2775,Liam,Williams,,60.38,0.78
S2776,Sara,Johnson,82.28,75.45,0.37
S2777,John,Williams,70.12,65.31,1.74
